Timestamp,Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
12/8/2021 9:53:16,2015,Best Play,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:54:53,2015,Best Orchestrations,Bill Elliott,An American in Paris
12/8/2021 9:54:53,2015,Best Orchestrations,Don Sebesky,An American in Paris
12/8/2021 9:54:53,2015,Best Orchestrations,Christopher Austin,An American in Paris
12/8/2021 9:55:11,2015,Best Original Score,Jeanine Tesori,Fun Home
12/8/2021 9:55:11,2015,Best Original Score,Lisa Kron,Fun Home
12/8/2021 9:55:44,2015,Best Revival of a Musical,The King and I,The King and I
12/8/2021 9:55:56,2015,Best Revival of a Play,Skylight,Skylight
12/8/2021 9:56:20,2015,Best Scenic Design of a Musical,Bob Crowley,An American in Paris
12/8/2021 9:56:20,2015,Best Scenic Design of a Musical,59 Productions,An American in Paris
12/8/2021 9:56:41,2015,Best Scenic Design of a Play,Bunny Christie,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:56:41,2015,Best Scenic Design of a Play,Finn Ross,The Curious Incident of the Dog in the Night-Time
12/8/2021 9:59:07,2016,Best Musical,Hamilton,Hamilton
12/8/2021 9:59:21,2016,Best Performance by an Actor in a Leading Role in a Musical,Leslie Odom Jr.,Hamilton
12/8/2021 9:59:38,2016,Best Performance by an Actor in a Leading Role in a Play,Frank Langella,The Father
12/8/2021 9:59:57,2016,Best Performance by an Actress in a Leading Role in a Musical,Cynthia Erivo,The Color Purple
12/8/2021 10:00:31,2016,Best Performance by an Actress in a Leading Role in a Play,Jessica Lange,Long Day's Journey Into Night
12/8/2021 10:00:54,2016,Best Performance by an Actor in a Featured Role in a Musical,Daveed Diggs,Hamilton
12/8/2021 10:01:16,2016,Best Performance by an Actor in a Featured Role in a Play,Reed Birney,The Humans
12/8/2021 10:01:37,2016,Best Performance by an Actress in a Featured Role in a Musical,Renee Elise Goldsberry,Hamilton
12/8/2021 10:02:06,2016,Best Performance by an Actress in a Featured Role in a Play,Jayne Houdyshell,The Humans
12/8/2021 10:02:21,2016,Best Book of a Musical,Lin-Manuel Miranda,Hamilton
12/8/2021 10:03:12,2016,Best Choreography,Andy Blankenbuehler,Hamilton
12/8/2021 10:03:28,2016,Best Costume Design of a Musical,Paul Tazewell,Hamilton
12/8/2021 10:03:46,2016,Best Costume Design of a Play,Clint Ramos,Eclipsed
12/8/2021 10:03:59,2016,Best Direction of a Musical,Thomas Kail,Hamilton
12/8/2021 10:04:28,2016,Best Direction of a Play,Ivo Van Hove,Arthur Miller's A View from the Bridge
12/8/2021 10:04:42,2016,Best Lighting Design of a Musical,Howell Binkley,Hamilton
12/8/2021 10:05:08,2016,Best Lighting Design of a Play,Natasha Katz,Long Day's Journey Into Night
12/8/2021 10:05:23,2016,Best Orchestrations,Alex Lacamoire,Hamilton
12/8/2021 10:05:38,2016,Best Original Score,Lin-Manuel Miranda,Hamilton
12/8/2021 10:05:50,2016,Best Play,The Humans,The Humans
12/8/2021 10:06:09,2016,Best Revival of a Musical,The Color Purple,The Color Purple
12/8/2021 10:06:29,2016,Best Revival of a Play,Arthur Miller's A View from the Bridge,Arthur Miller's A View from the Bridge
12/8/2021 10:06:50,2016,Best Scenic Design of a Musical,David Rockwell,She Loves Me
12/8/2021 10:07:07,2016,Best Scenic Design of a Play,David Zinn,The Humans
12/8/2021 10:13:02,2017,Best Performance by an Actor in a Leading Role in a Musical,Ben Platt,Dear Evan Hansen
12/8/2021 10:13:18,2017,Best Performance by an Actor in a Leading Role in a Play,Kevin Kline,Present Laughter
12/8/2021 10:13:35,2017,Best Performance by an Actress in a Leading Role in a Musical,Bette Midler,"Hello, Dolly!"
12/8/2021 10:13:56,2017,Best Performance by an Actress in a Leading Role in a Play,Laurie Metcalf,"A Doll's House, Part 2"
12/8/2021 10:14:11,2017,Best Performance by an Actor in a Featured Role in a Musical,Gavin Creel,"Hello, Dolly!"
12/8/2021 10:14:26,2017,Best Performance by an Actor in a Featured Role in a Play,Michael Aronov,Oslo
12/8/2021 10:14:42,2017,Best Performance by an Actress in a Featured Role in a Musical,Rachel Bay Jones,Dear Evan Hansen
12/8/2021 10:15:07,2017,Best Performance by an Actress in a Featured Role in a Play,Cynthia Nixon,Lillian Hellman's The Little Foxes
12/8/2021 10:15:27,2017,Best Book of a Musical,Steven Levenson,Dear Evan Hansen
12/8/2021 10:15:45,2017,Best Choreography,Andy Blankenbuehler,Bandstand
12/8/2021 10:16:01,2017,Best Costume Design of a Musical,Santo Loquasto,"Hello, Dolly!"
12/8/2021 10:16:19,2017,Best Costume Design of a Play,Jane Greenwood,Lillian Hellman's The Little Foxes
12/8/2021 10:16:37,2017,Best Direction of a Musical,Christopher Ashley,Come From Away
12/8/2021 10:16:56,2017,Best Direction of a Play,Rebecca Taichman,Indecent
12/8/2021 10:17:24,2017,Best Lighting Design of a Musical,Bradley King,"Natasha, Pierre & The Great Comet of 1812"
12/8/2021 10:17:45,2017,Best Lighting Design of a Play,Christopher Akerlind,Indecent
12/8/2021 10:18:03,2017,Best Musical,Dear Evan Hansen,Dear Evan Hansen
12/8/2021 10:18:27,2017,Best Orchestrations,Alex Lacamoire,Dear Evan Hansen
12/8/2021 10:18:47,2017,Best Original Score,Benj Pasek,Dear Evan Hansen
12/8/2021 10:18:47,2017,Best Original Score,Justin Paul,Dear Evan Hansen
12/8/2021 10:18:56,2017,Best Play,Oslo,Oslo
12/8/2021 10:19:10,2017,Best Revival of a Musical,"Hello, Dolly!","Hello, Dolly!"
12/8/2021 10:19:33,2017,Best Revival of a Play,August Wilson's Jitney,August Wilson's Jitney
12/8/2021 10:19:58,2017,Best Scenic Design of a Musical,Mimi Lien,"Natasha, Pierre & The Great Comet of 1812"
12/8/2021 10:20:12,2017,Best Scenic Design of a Play,Nigel Hook,The Play That Goes Wrong
12/8/2021 10:25:05,2018,Best Performance by an Actor in a Leading Role in a Musical,Tony Shaloub,The Band's Visit
12/8/2021 10:25:19,2018,Best Performance by an Actor in a Leading Role in a Play,Andrew Garfield,Angels in America
12/8/2021 10:25:35,2018,Best Performance by an Actress in a Leading Role in a Musical,Katrina Lenk,The Band's Visit
12/8/2021 10:26:07,2018,Best Performance by an Actress in a Leading Role in a Play,Glenda Jackson,Edward Albee's Three Tall Women
12/8/2021 10:26:25,2018,Best Performance by an Actor in a Featured Role in a Musical,Ari'el Stachel,The Band's Visit
12/8/2021 10:27:30,2018,Best Performance by an Actor in a Featured Role in a Play,Nathan Lane,Angels in America
12/8/2021 10:27:55,2018,Best Performance by an Actress in a Featured Role in a Musical,Lindsay Mendez,Rodgers & Hammerstein's Carousel
12/8/2021 10:28:16,2018,Best Performance by an Actress in a Featured Role in a Play,Laurie Metcalf,Edward Albee's Three Tall Women
12/8/2021 10:28:46,2018,Best Book of a Musical,Itamar Moses,The Band's Visit
12/8/2021 10:29:11,2018,Best Choreography,Justin Peck,Rodgers & Hammerstein's Carousel
12/8/2021 10:29:31,2018,Best Costume Design of a Musical,Catherine Zuber,My Fair Lady
12/8/2021 10:29:50,2018,Best Costume Design of a Play,Katrina Lindsay,"Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:30:04,2018,Best Direction of a Play,John Tiffany,"Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:30:19,2018,Best Direction of a Musical,David Cromer,The Band's Visit
12/8/2021 10:30:36,2018,Best Lighting Design of a Play,Neil Austin,"Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:30:54,2018,Best Lighting Design of a Musical,Tyler Micoleau,The Band's Visit
12/8/2021 10:31:06,2018,Best Musical,The Band's Visit,The Band's Visit
12/8/2021 10:31:35,2018,Best Orchestrations,Jamshied Sharifi,The Band's Visit
12/8/2021 10:32:13,2018,Best Original Score,David Yazbek,The Band's Visit
12/8/2021 10:32:31,2018,Best Play,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:32:53,2018,Best Revival of a Musical,Once On This Island,Once On This Island
12/8/2021 10:33:12,2018,Best Revival of a Play,Angels in America,Angels in America
12/8/2021 10:33:35,2018,Best Scenic Design of a Musical,David Zinn,Spongebob Squarepants: The Musical
12/8/2021 10:33:59,2018,Best Scenic Design of a Play,Christine Jones,"Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:34:12,2018,Best Sound Design of a Play,Gareth Fry,"Harry Potter and the Cursed Child, Parts One and Two"
12/8/2021 10:34:32,2018,Best Sound Design of a Musical,Kai Harada,The Band's Visit
12/8/2021 10:36:33,2019,Best Play,The Ferryman,The Ferryman
12/8/2021 10:36:44,2019,Best Musical,Hadestown,Hadestown
12/8/2021 10:37:05,2019,Best Book of a Musical,Robert Horn,Tootsie
12/8/2021 10:37:23,2019,Best Original Score,Anais Mitchell,Hadestown
12/8/2021 10:37:43,2019,Best Revival of a Play,The Boys in the Band,The Boys in the Band
12/8/2021 10:37:55,2019,Best Revival of a Musical,Rodgers & Hammerstein’s Oklahoma!,Rodgers & Hammerstein’s Oklahoma!
12/8/2021 10:38:08,2019,Best Performance by an Actor in a Leading Role in a Play,Bryan Cranston,Network
12/8/2021 10:38:30,2019,Best Performance by an Actress in a Leading Role in a Play,Elaine May,The Waverly Gallery
12/8/2021 10:38:53,2019,Best Performance by an Actor in a Leading Role in a Musical,Santino Fontana,Tootsie
12/8/2021 10:39:17,2019,Best Performance by an Actress in a Leading Role in a Musical,Stephanie J. Block,The Cher Show
12/8/2021 10:39:41,2019,Best Performance by an Actor in a Featured Role in a Play,Bertie Carvel,Ink
12/8/2021 10:40:06,2019,Best Performance by an Actress in a Featured Role in a Play,Celia Keenan-Bolger,To Kill a Mockingbird
12/8/2021 10:40:27,2019,Best Performance by an Actor in a Featured Role in a Musical,Andre De Shields,Hadestown
12/8/2021 10:41:10,2019,Best Performance by an Actress in a Featured Role in a Musical,Ali Stroker,Rodgers & Hammerstein’s Oklahoma!
12/8/2021 10:41:36,2019,Best Scenic Design of a Play,Rob Howell,The Ferryman
12/8/2021 10:41:52,2019,Best Scenic Design of a Musical,Rachel Hauck,Hadestown
12/8/2021 10:42:07,2019,Best Costume Design of a Play,Rob Howell,The Ferryman
12/8/2021 10:42:28,2019,Best Costume Design of a Musical,Bob Mackie,The Cher Show
12/8/2021 10:42:40,2019,Best Lighting Design of a Play,Neil Austin,Ink
12/8/2021 10:42:57,2019,Best Lighting Design of a Musical,Bradley King,Hadestown
12/8/2021 10:43:15,2019,Best Sound Design of a Play,Fitz Patton,Choir Boy
12/8/2021 10:43:42,2019,Best Sound Design of a Musical,Jessica Paz,Hadestown
12/8/2021 10:43:42,2019,Best Sound Design of a Musical,Nevin Steinberg,Hadestown
12/8/2021 10:43:58,2019,Best Direction of a Play,Sam Mendes,The Ferryman
12/8/2021 10:44:11,2019,Best Direction of a Musical,Rachel Chavkin,Hadestown
12/8/2021 10:44:32,2019,Best Choreography,Sergio Trujillo,Ain’t Too Proud - The Life and Times of the Temptations
12/8/2021 10:44:50,2019,Best Orchestrations,Michael Chorney,Hadestown
12/8/2021 10:44:50,2019,Best Orchestrations,Todd Sickafoose,Hadestown
12/8/2021 11:02:03,2020,Best Play,The Inheritance,The Inheritance
12/8/2021 11:02:45,2020,Best Musical,Moulin Rouge! The Musical,Moulin Rouge! The Musical
12/8/2021 11:03:08,2020,Best Book of a Musical,Diablo Cody,Jagged Little Pill
12/8/2021 11:03:45,2020,Best Original Score,Christopher Nightingale,A Christmas Carol
12/8/2021 11:04:43,2020,Best Revival of a Play,A Soldier's Play,A Soldier's Play
12/8/2021 11:05:06,2020,Best Performance by an Actor in a Leading Role in a Play,Andrew Burnap,The Inheritance
12/8/2021 11:05:36,2020,Best Performance by an Actress in a Leading Role in a Play,Mary-Louise Parker,The Sound Inside
12/8/2021 11:06:02,2020,Best Performance by an Actor in a Leading Role in a Musical,Aaron Tveit,Moulin Rouge! The Musical
12/8/2021 11:06:28,2020,Best Performance by an Actress in a Leading Role in a Musical,Adrienne Warren,Tina - The Tina Turner Musical
12/8/2021 11:06:59,2020,Best Performance by an Actor in a Featured Role in a Play,David Alan Grier,A Soldier's Play
12/8/2021 11:07:33,2020,Best Performance by an Actress in a Featured Role in a Play,Lois Smith,The Inheritance
12/8/2021 11:08:00,2020,Best Performance by an Actor in a Featured Role in a Musical,Danny Burstein,Moulin Rouge! The Musical
12/8/2021 11:08:18,2020,Best Performance by an Actress in a Featured Role in a Musical,Lauren Patten,Jagged Little Pill
12/8/2021 11:08:43,2020,Best Scenic Design of a Play,Rob Howell,A Christmas Carol
12/8/2021 11:09:01,2020,Best Scenic Design of a Musical,Derek McLane,Moulin Rouge! The Musical
12/8/2021 11:09:34,2020,Best Costume Design of a Play,Rob Howell,A Christmas Carol
12/8/2021 11:10:05,2020,Best Costume Design of a Musical,Catherine Zuber,Moulin Rouge! The Musical
12/8/2021 11:11:02,2020,Best Lighting Design of a Play,Hugh Vanstone,A Christmas Carol
12/8/2021 11:11:28,2020,Best Lighting Design of a Musical,Justin Townsend,Moulin Rouge! The Musical
12/8/2021 11:11:49,2020,Best Sound Design of a Play,Simon Baker,A Christmas Carol
12/8/2021 11:12:07,2020,Best Sound Design of a Musical,Peter Hylenski,Moulin Rouge! The Musical
12/8/2021 11:12:26,2020,Best Direction of a Play,Stephen Daldry,The Inheritance
12/8/2021 11:12:39,2020,Best Direction of a Musical,Alex Timbers,Moulin Rouge! The Musical
12/8/2021 11:12:56,2020,Best Choreography,Sonya Tayeh,Moulin Rouge! The Musical
12/8/2021 11:13:54,2020,Best Orchestrations,Justin Levine,Moulin Rouge! The Musical
10/17/2022 0:04:19,2022,Best Play,The Lehman Trilogy,The Lehman Trilogy
10/17/2022 0:04:32,2022,Best Musical, A Strange Loop, A Strange Loop
10/17/2022 0:05:08,2022,Best Book of a Musical,Michael R. Jackson, A Strange Loop
10/17/2022 0:05:40,2022,Best Original Score,Lucy Moss,SIX
10/17/2022 0:05:40,2022,Best Original Score,Toby Marlow,SIX
10/17/2022 0:06:03,2022,Best Revival of a Play,Take Me Out,Take Me Out
10/17/2022 0:06:24,2022,Best Revival of a Musical,Company,Company
10/17/2022 0:06:44,2022,Best Performance by an Actor in a Leading Role in a Play, Simon Russell Beale, The Lehman Trilogy
10/17/2022 0:07:06,2022,Best Performance by an Actress in a Leading Role in a Play, Deirdre O'Connell,Dana H.
10/17/2022 0:07:41,2022,Best Performance by an Actor in a Leading Role in a Musical,Myles Frost,MJ
10/17/2022 0:08:07,2022,Best Performance by an Actress in a Leading Role in a Musical,Joaquina Kalukango,Paradise Square
10/17/2022 0:09:04,2022,Best Performance by an Actor in a Featured Role in a Play,Jesse Tyler Ferguson,Take Me Out
10/17/2022 0:09:37,2022,Best Performance by an Actress in a Featured Role in a Play,Phylicia Rashad,Skeleton Crew
10/17/2022 0:09:58,2022,Best Performance by an Actor in a Featured Role in a Musical,Matt Doyle,Company
10/17/2022 0:13:22,2022,Best Performance by an Actress in a Featured Role in a Musical, Patti LuPone,Company
10/17/2022 0:13:43,2022,Best Scenic Design of a Play, Es Devlin, The Lehman Trilogy
10/17/2022 0:14:17,2022,Best Scenic Design of a Musical,Bunny Christie,Company
10/17/2022 0:14:36,2022,Best Costume Design of a Play, Montana Levi Blanco,The Skin of Our Teeth
10/17/2022 0:14:53,2022,Best Scenic Design of a Musical,Gabriella Slade,SIX
10/17/2022 0:15:10,2022,Best Lighting Design of a Play, Jon Clark,The Lehman Trilogy
10/17/2022 0:15:26,2022,Best Lighting Design of a Musical, Natasha Katz,MJ
10/17/2022 0:15:43,2022,Best Sound Design of a Play, Mikhail Fiksel,Dana H.
10/17/2022 0:15:57,2022,Best Sound Design of a Musical, Gareth Owen,MJ
10/17/2022 0:16:17,2022,Best Direction of a Play,Sam Mendes,The Lehman Trilogy
10/17/2022 0:16:52,2022,Best Direction of a Musical,Marianne Elliott,Company
10/17/2022 0:17:10,2022,Best Choreography, Christopher Wheeldon,MJ
10/17/2022 0:17:24,2022,Best Orchestrations, Simon Hale,Girl from the North Country
12/8/2021 11:13:54,2020,Best Orchestrations,Katie Kresek,Moulin Rouge! The Musical
12/8/2021 11:13:54,2020,Best Orchestrations,Charlie Rosen,Moulin Rouge! The Musical
12/8/2021 11:13:54,2020,Best Orchestrations,Matt Stine,Moulin Rouge! The Musical
